target_id,experiment,dataset,architecture,role,seed,model_seed,data_seed,structural_cell_id,fm_kind,reps,depth,attack,auc,auc_record_ci95_low,auc_record_ci95_high,valid_record_bootstrap_replicates,tpr_at_0_05_fpr,attained_fpr_for_0_05,tpr_at_0_10_fpr,attained_fpr_for_0_10,n_member,n_nonmember,num_reference_models,reference_epochs,reference_candidate_protocol,score_statistic,ci_method,sample_score_file,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,threshold_median,threshold_folds
MNIST_QNN_eff_su2_r1_d6_s45,multiseed_factorial,MNIST,QNN,eff_su2_r1_d6,45,45,43,eff_su2_r1_d6_wd0,eff_su2,1,6,lira_online,0.5533250000000001,0.497149375,0.6093,5000,0.055,0.04,0.095,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_eff_su2_r1_d6_s45.npz,0.5475,0.0949999999999999,0.565,0.47,-0.083111188992512,5
MNIST_QNN_eff_su2_r1_d6_s45,multiseed_factorial,MNIST,QNN,eff_su2_r1_d6,45,45,43,eff_su2_r1_d6_wd0,eff_su2,1,6,lira_online_fixed_variance,0.5904,0.53402125,0.64485125,5000,0.085,0.045,0.15,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_eff_su2_r1_d6_s45.npz,0.5800000000000001,0.16,0.555,0.395,0.099398829547239,5
MNIST_QNN_eff_su2_r1_d6_s45,multiseed_factorial,MNIST,QNN,eff_su2_r1_d6,45,45,43,eff_su2_r1_d6_wd0,eff_su2,1,6,lira_offline,0.541925,0.48577125,0.595876875,5000,0.05,0.045,0.085,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_eff_su2_r1_d6_s45.npz,0.5249999999999999,0.0499999999999999,0.69,0.64,0.3180255166884406,5
MNIST_QNN_eff_su2_r1_d6_s45,multiseed_factorial,MNIST,QNN,eff_su2_r1_d6,45,45,43,eff_su2_r1_d6_wd0,eff_su2,1,6,lira_offline_fixed_variance,0.5607,0.504899375,0.6168018749999999,5000,0.04,0.035,0.15,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_eff_su2_r1_d6_s45.npz,0.55,0.0999999999999999,0.705,0.605,0.3157180167511988,5
MNIST_QNN_eff_su2_r1_d6_s45,multiseed_factorial,MNIST,QNN,eff_su2_r1_d6,45,45,43,eff_su2_r1_d6_wd0,eff_su2,1,6,global_true_class_log_odds,0.5342250000000001,0.477689375,0.5896781249999999,5000,0.055,0.045,0.115,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_eff_su2_r1_d6_s45.npz,0.4925,-0.0149999999999999,0.34,0.355,1.2439940350315464,5
MNIST_QNN_zz_r5_d6_s43,multiseed_factorial,MNIST,QNN,zz_r5_d6,43,43,43,zz_r5_d6_wd0,zz,5,6,lira_online,0.7333500000000001,0.685246875,0.781475625,5000,0.18,0.05,0.29,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s43.npz,0.675,0.35,0.885,0.535,-0.7051981299530616,5
MNIST_QNN_zz_r5_d6_s43,multiseed_factorial,MNIST,QNN,zz_r5_d6,43,43,43,zz_r5_d6_wd0,zz,5,6,lira_online_fixed_variance,0.742475,0.693496875,0.7901806249999999,5000,0.18,0.05,0.3,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s43.npz,0.645,0.29,0.73,0.44,0.0741974590300962,5
MNIST_QNN_zz_r5_d6_s43,multiseed_factorial,MNIST,QNN,zz_r5_d6,43,43,43,zz_r5_d6_wd0,zz,5,6,lira_offline,0.512725,0.455745,0.5681331249999999,5000,0.075,0.05,0.11,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s43.npz,0.53,0.06,0.66,0.6,1.8066192405549677,5
MNIST_QNN_zz_r5_d6_s43,multiseed_factorial,MNIST,QNN,zz_r5_d6,43,43,43,zz_r5_d6_wd0,zz,5,6,lira_offline_fixed_variance,0.5111000000000001,0.4547474999999999,0.5688512499999999,5000,0.075,0.05,0.14,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s43.npz,0.4925,-0.015,0.365,0.38,1.8913400139314052,5
MNIST_QNN_zz_r5_d6_s43,multiseed_factorial,MNIST,QNN,zz_r5_d6,43,43,43,zz_r5_d6_wd0,zz,5,6,global_true_class_log_odds,0.66115,0.606774375,0.71550125,5000,0.035,0.05,0.06,0.095,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s43.npz,0.6575,0.3149999999999999,0.865,0.55,-0.4352655047195846,5
MNIST_QNN_zz_r5_d6_s44,multiseed_factorial,MNIST,QNN,zz_r5_d6,44,44,43,zz_r5_d6_wd0,zz,5,6,lira_online,0.7589,0.7120981249999999,0.8041768749999999,5000,0.13,0.05,0.31,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s44.npz,0.7050000000000001,0.41,0.775,0.365,-0.1278393937536261,5
MNIST_QNN_zz_r5_d6_s44,multiseed_factorial,MNIST,QNN,zz_r5_d6,44,44,43,zz_r5_d6_wd0,zz,5,6,lira_online_fixed_variance,0.766725,0.7191474999999999,0.8122762499999999,5000,0.175,0.05,0.295,0.095,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s44.npz,0.7250000000000001,0.45,0.79,0.34,0.1596352483138332,5
MNIST_QNN_zz_r5_d6_s44,multiseed_factorial,MNIST,QNN,zz_r5_d6,44,44,43,zz_r5_d6_wd0,zz,5,6,lira_offline,0.548375,0.49354375,0.6038018749999999,5000,0.05,0.05,0.09,0.095,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s44.npz,0.5425,0.085,0.505,0.42,2.032160353476829,5
MNIST_QNN_zz_r5_d6_s44,multiseed_factorial,MNIST,QNN,zz_r5_d6,44,44,43,zz_r5_d6_wd0,zz,5,6,lira_offline_fixed_variance,0.553425,0.49737375,0.61042625,5000,0.065,0.05,0.105,0.09,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s44.npz,0.5525,0.1049999999999999,0.43,0.325,2.131401359918806,5
MNIST_QNN_zz_r5_d6_s44,multiseed_factorial,MNIST,QNN,zz_r5_d6,44,44,43,zz_r5_d6_wd0,zz,5,6,global_true_class_log_odds,0.6779750000000001,0.625195625,0.7300812499999999,5000,0.04,0.045,0.155,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s44.npz,0.65,0.3,0.795,0.495,0.3267455422865126,5
MNIST_QNN_zz_r5_d6_s45,multiseed_factorial,MNIST,QNN,zz_r5_d6,45,45,43,zz_r5_d6_wd0,zz,5,6,lira_online,0.739,0.69012,0.7864012499999999,5000,0.17,0.05,0.3,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s45.npz,0.6825,0.365,0.78,0.415,-0.0716889203224329,5
MNIST_QNN_zz_r5_d6_s45,multiseed_factorial,MNIST,QNN,zz_r5_d6,45,45,43,zz_r5_d6_wd0,zz,5,6,lira_online_fixed_variance,0.7432749999999999,0.693924375,0.789675,5000,0.21,0.05,0.305,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s45.npz,0.655,0.31,0.67,0.36,0.1231662969627875,5
MNIST_QNN_zz_r5_d6_s45,multiseed_factorial,MNIST,QNN,zz_r5_d6,45,45,43,zz_r5_d6_wd0,zz,5,6,lira_offline,0.569275,0.5128225,0.625600625,5000,0.035,0.05,0.155,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s45.npz,0.5874999999999999,0.175,0.48,0.305,2.2965389099801867,5
MNIST_QNN_zz_r5_d6_s45,multiseed_factorial,MNIST,QNN,zz_r5_d6,45,45,43,zz_r5_d6_wd0,zz,5,6,lira_offline_fixed_variance,0.57655,0.522125,0.6303556249999999,5000,0.045,0.02,0.16,0.1,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s45.npz,0.5575,0.1149999999999999,0.425,0.31,2.289663971906972,5
MNIST_QNN_zz_r5_d6_s45,multiseed_factorial,MNIST,QNN,zz_r5_d6,45,45,43,zz_r5_d6_wd0,zz,5,6,global_true_class_log_odds,0.6978500000000001,0.6459225,0.749578125,5000,0.06,0.045,0.12,0.095,200,200,16,[100],400 target-candidate records; each candidate IN in exactly half of references; each reference trains on 200 records,true-class log-odds,stratified percentile bootstrap over member/non-member records,/home/najeeb/qurift_satML/satml_results/noise/n3_attack_breadth/lira_references/sample_scores/MNIST_QNN_zz_r5_d6_s45.npz,0.655,0.3099999999999999,0.825,0.515,0.0755020024981947,5
