All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/pilot_credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b01__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'dynanoise', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[22/40] final_evaluation member=0 distance=1.0199 queries=171
[23/40] final_evaluation member=0 distance=0.40177 queries=84
[24/40] final_evaluation member=0 distance=0.15636 queries=408
[25/40] final_evaluation member=0 distance=0 queries=0
[26/40] final_evaluation member=0 distance=3.1492e-07 queries=386
[27/40] final_evaluation member=0 distance=0.068238 queries=355
[28/40] final_evaluation member=0 distance=0 queries=0
[29/40] final_evaluation member=0 distance=0 queries=0
[30/40] final_evaluation member=0 distance=0.12367 queries=335
[31/40] final_evaluation member=0 distance=0.097466 queries=312
[32/40] final_evaluation member=0 distance=0.33773 queries=399
[33/40] final_evaluation member=0 distance=0.037469 queries=395
[34/40] final_evaluation member=0 distance=0.24933 queries=403
[35/40] final_evaluation member=0 distance=0.21674 queries=222
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=0.015917 queries=400
[38/40] final_evaluation member=0 distance=0.38747 queries=172
[39/40] final_evaluation member=0 distance=0.23152 queries=396
[40/40] final_evaluation member=0 distance=0 queries=0
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_low_eff_su2_r1_d6_b01__none/hsj/dynanoise_metrics.json
