All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_training_defense_hsj_targets.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b05__dp_qml', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'none', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[32/40] attack_calibration member=0 distance=0 queries=0
[33/40] attack_calibration member=0 distance=0.23941 queries=386
[34/40] attack_calibration member=0 distance=0 queries=0
[35/40] attack_calibration member=0 distance=0 queries=0
[36/40] attack_calibration member=0 distance=0 queries=0
[37/40] attack_calibration member=0 distance=0.080586 queries=386
[38/40] attack_calibration member=0 distance=0 queries=0
[39/40] attack_calibration member=0 distance=0.011361 queries=386
[40/40] attack_calibration member=0 distance=0 queries=0
[1/40] final_evaluation member=1 distance=0.39561 queries=386
[2/40] final_evaluation member=1 distance=0.27732 queries=387
[3/40] final_evaluation member=1 distance=0 queries=0
[4/40] final_evaluation member=1 distance=0.08455 queries=386
[5/40] final_evaluation member=1 distance=0.047613 queries=386
[6/40] final_evaluation member=1 distance=0.11391 queries=386
[7/40] final_evaluation member=1 distance=0 queries=0
[8/40] final_evaluation member=1 distance=0.096417 queries=386
[9/40] final_evaluation member=1 distance=0.19643 queries=386
[10/40] final_evaluation member=1 distance=0.15824 queries=386
[11/40] final_evaluation member=1 distance=0 queries=0
[12/40] final_evaluation member=1 distance=0.065507 queries=386
[13/40] final_evaluation member=1 distance=0.40214 queries=386
[14/40] final_evaluation member=1 distance=0.08146 queries=386
[15/40] final_evaluation member=1 distance=0.058785 queries=386
[16/40] final_evaluation member=1 distance=0.17667 queries=386
[17/40] final_evaluation member=1 distance=0 queries=0
[18/40] final_evaluation member=1 distance=0 queries=0
[19/40] final_evaluation member=1 distance=0.32989 queries=386
[20/40] final_evaluation member=1 distance=0 queries=0
[21/40] final_evaluation member=0 distance=0.054872 queries=386
[22/40] final_evaluation member=0 distance=0 queries=0
[23/40] final_evaluation member=0 distance=0 queries=0
[24/40] final_evaluation member=0 distance=0 queries=0
[25/40] final_evaluation member=0 distance=0 queries=0
[26/40] final_evaluation member=0 distance=0.084445 queries=386
[27/40] final_evaluation member=0 distance=0.3947 queries=386
[28/40] final_evaluation member=0 distance=0.20069 queries=386
[29/40] final_evaluation member=0 distance=0 queries=0
[30/40] final_evaluation member=0 distance=0.1064 queries=386
[31/40] final_evaluation member=0 distance=0 queries=0
[32/40] final_evaluation member=0 distance=0.062807 queries=386
[33/40] final_evaluation member=0 distance=0.57756 queries=386
[34/40] final_evaluation member=0 distance=0 queries=0
[35/40] final_evaluation member=0 distance=0.0034639 queries=386
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=0 queries=0
[38/40] final_evaluation member=0 distance=0 queries=0
[39/40] final_evaluation member=0 distance=0.11553 queries=386
[40/40] final_evaluation member=0 distance=0.018483 queries=386
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_low_eff_su2_r1_d6_b05__dp_qml/hsj/none_metrics.json
