All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b04__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'none', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[17/40] final_evaluation member=1 distance=0.76429 queries=387
[18/40] final_evaluation member=1 distance=0.10384 queries=389
[19/40] final_evaluation member=1 distance=2.4642 queries=421
[20/40] final_evaluation member=1 distance=0 queries=0
[21/40] final_evaluation member=0 distance=1.972 queries=391
[22/40] final_evaluation member=0 distance=0.94389 queries=388
[23/40] final_evaluation member=0 distance=0.092208 queries=387
[24/40] final_evaluation member=0 distance=0.15343 queries=388
[25/40] final_evaluation member=0 distance=1.1993 queries=388
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=0.081443 queries=391
[28/40] final_evaluation member=0 distance=0 queries=0
[29/40] final_evaluation member=0 distance=0 queries=0
[30/40] final_evaluation member=0 distance=2.187 queries=424
[31/40] final_evaluation member=0 distance=0.73258 queries=389
[32/40] final_evaluation member=0 distance=1.2149 queries=393
[33/40] final_evaluation member=0 distance=0.088324 queries=389
[34/40] final_evaluation member=0 distance=0.21794 queries=387
[35/40] final_evaluation member=0 distance=0.18514 queries=388
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=0.038938 queries=389
[38/40] final_evaluation member=0 distance=1.0802 queries=389
[39/40] final_evaluation member=0 distance=2.3745 queries=392
[40/40] final_evaluation member=0 distance=0 queries=0
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_high_eff_su2_r5_d6_b04__none/hsj/none_metrics.json
