All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b02__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'dynanoise', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[22/40] final_evaluation member=0 distance=0.052752 queries=400
[23/40] final_evaluation member=0 distance=0 queries=0
[24/40] final_evaluation member=0 distance=0.15854 queries=260
[25/40] final_evaluation member=0 distance=0.83159 queries=264
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=0.021884 queries=405
[28/40] final_evaluation member=0 distance=0 queries=389
[29/40] final_evaluation member=0 distance=0 queries=0
[30/40] final_evaluation member=0 distance=0.32159 queries=406
[31/40] final_evaluation member=0 distance=0.12913 queries=218
[32/40] final_evaluation member=0 distance=0.11495 queries=304
[33/40] final_evaluation member=0 distance=0 queries=0
[34/40] final_evaluation member=0 distance=0.078971 queries=403
[35/40] final_evaluation member=0 distance=0.14277 queries=354
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=0.22852 queries=218
[38/40] final_evaluation member=0 distance=0.036682 queries=389
[39/40] final_evaluation member=0 distance=0.07227 queries=307
[40/40] final_evaluation member=0 distance=0 queries=0
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_low_eff_su2_r1_d6_b02__none/hsj/dynanoise_metrics.json
