All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/pilot_credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b01__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'dynanoise', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[32/40] attack_calibration member=0 distance=0.2001 queries=214
[33/40] attack_calibration member=0 distance=0.24809 queries=402
[34/40] attack_calibration member=0 distance=0.14413 queries=399
[35/40] attack_calibration member=0 distance=0.45544 queries=386
[36/40] attack_calibration member=0 distance=0 queries=0
[37/40] attack_calibration member=0 distance=0.21582 queries=400
[38/40] attack_calibration member=0 distance=0.0043062 queries=399
[39/40] attack_calibration member=0 distance=3.3561e-06 queries=395
[40/40] attack_calibration member=0 distance=0 queries=0
[1/40] final_evaluation member=1 distance=0.024004 queries=395
[2/40] final_evaluation member=1 distance=0.47729 queries=305
[3/40] final_evaluation member=1 distance=0.77537 queries=216
[4/40] final_evaluation member=1 distance=0.066014 queries=408
[5/40] final_evaluation member=1 distance=0.52768 queries=265
[6/40] final_evaluation member=1 distance=0.13396 queries=262
[7/40] final_evaluation member=1 distance=0.39893 queries=407
[8/40] final_evaluation member=1 distance=0 queries=0
[9/40] final_evaluation member=1 distance=0 queries=0
[10/40] final_evaluation member=1 distance=0.37956 queries=386
[11/40] final_evaluation member=1 distance=0.26133 queries=398
[12/40] final_evaluation member=1 distance=0.0008305 queries=397
[13/40] final_evaluation member=1 distance=0.42869 queries=180
[14/40] final_evaluation member=1 distance=0.77874 queries=177
[15/40] final_evaluation member=1 distance=0 queries=0
[16/40] final_evaluation member=1 distance=0 queries=0
[17/40] final_evaluation member=1 distance=0.1767 queries=306
[18/40] final_evaluation member=1 distance=0.11815 queries=395
[19/40] final_evaluation member=1 distance=1.2295 queries=396
[20/40] final_evaluation member=1 distance=0 queries=0
[21/40] final_evaluation member=0 distance=0.15308 queries=263
[22/40] final_evaluation member=0 distance=0.34151 queries=401
[23/40] final_evaluation member=0 distance=0.20072 queries=395
[24/40] final_evaluation member=0 distance=0.17877 queries=228
[25/40] final_evaluation member=0 distance=0.052369 queries=214
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=0.24662 queries=220
[28/40] final_evaluation member=0 distance=0 queries=0
[29/40] final_evaluation member=0 distance=0.21401 queries=170
[30/40] final_evaluation member=0 distance=0.36673 queries=404
[31/40] final_evaluation member=0 distance=0.099115 queries=396
[32/40] final_evaluation member=0 distance=0.19772 queries=262
[33/40] final_evaluation member=0 distance=0.28393 queries=263
[34/40] final_evaluation member=0 distance=0.34508 queries=385
[35/40] final_evaluation member=0 distance=0.59883 queries=395
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=0.19385 queries=402
[38/40] final_evaluation member=0 distance=0.46143 queries=344
[39/40] final_evaluation member=0 distance=0.4743 queries=343
[40/40] final_evaluation member=0 distance=0 queries=0
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_high_eff_su2_r5_d6_b01__none/hsj/dynanoise_metrics.json
